Name,State,Country,Location
Tualatin,Oregon,US,"45.38401 , -122.76399"
West Linn,Oregon,US,"45.36568 , -122.61231"
Woodburn,Oregon,US,"45.14373 , -122.85537"
Chalmette,Louisiana,US,"29.94296 , -89.96537"
Harvey,Louisiana,US,"29.90354 , -90.07729"
Kenner,Louisiana,US,"29.99409 , -90.24174"
Marrero,Louisiana,US,"29.89937 , -90.10035"
Metairie,Louisiana,US,"29.98409 , -90.15285"
New Orleans,Louisiana,US,"29.95465 , -90.07507"
Terrytown,Louisiana,US,"29.91021 , -90.03257"
Albuquerque,New Mexico,US,"35.08449 , -106.65114"
Farmington,New Mexico,US,"36.72806 , -108.21869"
Gallup,New Mexico,US,"35.52808 , -108.74258"
Rio Rancho,New Mexico,US,"35.23338 , -106.66447"
Santa Fe,New Mexico,US,"35.68698 , -105.9378"
South Valley,New Mexico,US,"35.01005 , -106.67808"
Austin,Minnesota,US,"43.66663 , -92.97464"
Faribault,Minnesota,US,"44.29496 , -93.26883"
North Mankato,Minnesota,US,"44.1733 , -94.03385"
Owatonna,Minnesota,US,"44.08385 , -93.22604"
Rochester,Minnesota,US,"44.02163 , -92.4699"
Winona,Minnesota,US,"44.04996 , -91.63932"
Attleboro,Massachusetts,US,"41.94454 , -71.28561"
Barnstable,Massachusetts,US,"41.70011 , -70.29947"
Brockton,Massachusetts,US,"42.08343 , -71.01838"
Fall River,Massachusetts,US,"41.70149 , -71.15505"
Framingham,Massachusetts,US,"42.27926 , -71.41617"
Franklin,Massachusetts,US,"42.08343 , -71.39673"
Marlborough,Massachusetts,US,"42.34593 , -71.55229"
Milford,Massachusetts,US,"42.13982 , -71.51617"
New Bedford,Massachusetts,US,"41.63622 , -70.93421"
Taunton,Massachusetts,US,"41.9001 , -71.08977"
Worcester,Massachusetts,US,"42.26259 , -71.80229"
Kennewick,Washington,US,"46.21125 , -119.13723"
Opportunity,Washington,US,"47.64995 , -117.23991"
Pasco,Washington,US,"46.23958 , -119.10057"
Pullman,Washington,US,"46.73127 , -117.17962"
West Richland,Washington,US,"46.3043 , -119.36141"
Spokane,Washington,US,"47.65966 , -117.42908"
Walla Walla,Washington,US,"46.06458 , -118.34302"
Wenatchee,Washington,US,"47.42346 , -120.31035"
Yakima,Washington,US,"46.60207 , -120.5059"
Alameda,California,US,"37.76521 , -122.24164"
Berkeley,California,US,"37.87159 , -122.27275"
Castro Valley,California,US,"37.6941 , -122.08635"
El Cerrito,California,US,"33.84057 , -117.52283"
Fremont,California,US,"37.54827 , -121.98857"
Hayward,California,US,"37.66882 , -122.0808"
Newark,California,US,"37.52966 , -122.04024"
Oakland,California,US,"37.80437 , -122.2708"
Richmond,California,US,"37.93576 , -122.34775"
San Leandro,California,US,"37.72493 , -122.15608"
San Lorenzo,California,US,"37.68104 , -122.12441"
San Pablo,California,US,"37.96215 , -122.34553"
Union City,California,US,"37.59577 , -122.01913"
Austin,Texas,US,"30.26715 , -97.74306"
Cedar Park,Texas,US,"30.5052 , -97.82029"
Georgetown,Texas,US,"30.63269 , -97.67723"
Round Rock,Texas,US,"30.50826 , -97.6789"
San Marcos,Texas,US,"29.88327 , -97.94139"
Cincinnati,Ohio,US,"39.162 , -84.45689"
Fairfield,Ohio,US,"39.34589 , -84.5605"
Hamilton,Ohio,US,"39.3995 , -84.56134"
Mason,Ohio,US,"39.36006 , -84.30994"
Middletown,Ohio,US,"39.51506 , -84.39828"
Norwood,Ohio,US,"39.15561 , -84.45966"
Oxford,Ohio,US,"39.507 , -84.74523"
Ames,Iowa,US,"42.03471 , -93.61994"
Ankeny,Iowa,US,"41.72971 , -93.60577"
West Des Moines,Iowa,US,"41.57721 , -93.71133"
Fort Dodge,Iowa,US,"42.49747 , -94.16802"
Urbandale,Iowa,US,"41.62666 , -93.71217"
West Des Moines,Iowa,US,"41.57721 , -93.71133"
Baldwin,New York,US,"40.65649 , -73.6093"
East Meadow,New York,US,"40.71399 , -73.55902"
Elmont,New York,US,"40.70094 , -73.71291"
Franklin Square,New York,US,"40.70732 , -73.67596"
Freeport,New York,US,"40.6576 , -73.58318"
Garden City,New York,US,"40.72677 , -73.6343"
Glen Cove,New York,US,"40.86232 , -73.63374"
West Hempstead,New York,US,"40.70482 , -73.65013"
Hicksville,New York,US,"40.76843 , -73.52513"
Levittown,New York,US,"40.72593 , -73.51429"
Long Beach,New York,US,"40.58844 , -73.65791"
North Massapequa,New York,US,"40.70093 , -73.46207"
North Merrick,New York,US,"40.69121 , -73.56318"
North Bellmore,New York,US,"40.69149 , -73.53346"
Oceanside,New York,US,"40.63871 , -73.64013"
Plainview,New York,US,"40.77649 , -73.46735"
Rockville Centre,New York,US,"40.65871 , -73.64124"
Uniondale,New York,US,"40.70038 , -73.59291"
Valley Stream,New York,US,"40.66427 , -73.70846"
Adrian,Michigan,US,"41.89755 , -84.03717"
Clinton,Michigan,US,"42.58698 , -82.91992"
East Lansing,Michigan,US,"42.73698 , -84.48387"
Jackson,Michigan,US,"42.24587 , -84.40135"
Lansing,Michigan,US,"42.73253 , -84.55553"
Okemos,Michigan,US,"42.72226 , -84.42747"
West Albany,New York,US,"42.68313 , -73.77845"
Rotterdam,New York,US,"42.78702 , -73.97096"
Saratoga Springs,New York,US,"43.08313 , -73.78457"
Schenectady,New York,US,"42.81424 , -73.93957"
Troy,New York,US,"42.72841 , -73.69179"
Casa Grande,Arizona,US,"32.8795 , -111.75735"
Catalina Foothills,Arizona,US,"32.29785 , -110.9187"
Drexel Heights,Arizona,US,"32.14119 , -111.02843"
Nogales,Arizona,US,"31.34038 , -110.93425"
Oro Valley,Arizona,US,"32.39091 , -110.96649"
Sierra Vista,Arizona,US,"31.55454 , -110.30369"
Tucson,Arizona,US,"32.22174 , -110.92648"
Chico,California,US,"39.72849 , -121.83748"
Davis,California,US,"38.54491 , -121.74052"
Paradise,California,US,"39.75961 , -121.62192"
Redding,California,US,"40.58654 , -122.39168"
South Lake Tahoe,California,US,"38.93324 , -119.98435"
Woodland,California,US,"38.67852 , -121.7733"
Yuba City,California,US,"39.14045 , -121.61691"
Bellevue,Nebraska,US,"41.13667 , -95.89084"
Columbus,Nebraska,US,"41.42973 , -97.36838"
Fremont,Nebraska,US,"41.43333 , -96.49808"
Hastings,Nebraska,US,"40.58612 , -98.38839"
Lincoln,Nebraska,US,"40.8 , -96.66696"
Norfolk,Nebraska,US,"42.02834 , -97.417"
Omaha,Nebraska,US,"41.25861 , -95.93779"
Bartlesville,Oklahoma,US,"36.74731 , -95.98082"
Broken Arrow,Oklahoma,US,"36.0526 , -95.79082"
Muskogee,Oklahoma,US,"35.74788 , -95.36969"
Tulsa,Oklahoma,US,"36.15398 , -95.99277"
Blacksburg,Virginia,US,"37.22957 , -80.41394"
Cave Spring,Virginia,US,"37.22764 , -80.01282"
Harrisonburg,Virginia,US,"38.44957 , -78.86892"
Roanoke,Virginia,US,"37.27097 , -79.94143"
Salem,Virginia,US,"37.29347 , -80.05476"
Staunton,Virginia,US,"38.14991 , -79.0732"
Winchester,Virginia,US,"39.18566 , -78.16333"
Albany,Oregon,US,"44.63651 , -123.10593"
North Bend,Oregon,US,"43.4065 , -124.22428"
Corvallis,Oregon,US,"44.56457 , -123.26204"
Gresham,Oregon,US,"45.49818 , -122.43148"
Grants Pass,Oregon,US,"42.43933 , -123.33067"
Medford,Oregon,US,"42.32652 , -122.87559"
Roseburg North,Oregon,US,"43.26452 , -123.30331"
Springfield,Oregon,US,"44.04624 , -123.02203"
Bayonne,New Jersey,US,"40.66871 , -74.11431"
Bergenfield,New Jersey,US,"40.9276 , -73.99736"
Cliffside Park,New Jersey,US,"40.82149 , -73.98764"
Englewood,New Jersey,US,"40.89288 , -73.97264"
Fair Lawn,New Jersey,US,"40.94038 , -74.13181"
Fort Lee,New Jersey,US,"40.85093 , -73.97014"
Hackensack,New Jersey,US,"40.88593 , -74.04347"
Hoboken,New Jersey,US,"40.74399 , -74.03236"
Jersey City,New Jersey,US,"40.72816 , -74.07764"
Kearny,New Jersey,US,"40.76843 , -74.14542"
North Bergen,New Jersey,US,"40.80427 , -74.01208"
Paramus,New Jersey,US,"40.94454 , -74.07542"
Ridgewood,New Jersey,US,"40.97926 , -74.11653"
Teaneck,New Jersey,US,"40.8976 , -74.01597"
Union City,New Jersey,US,"40.77955 , -74.02375"
West New York,New Jersey,US,"40.78788 , -74.01431"
Clovis,California,US,"36.82523 , -119.70292"
Fresno,California,US,"36.74773 , -119.77237"
Hanford,California,US,"36.32745 , -119.64568"
Madera,California,US,"36.96134 , -120.06072"
Porterville,California,US,"36.06523 , -119.01677"
Reedley,California,US,"36.59634 , -119.4504"
Tulare,California,US,"36.20773 , -119.34734"
Visalia,California,US,"36.33023 , -119.29206"
Boca Del Mar,Florida,US,"26.34508 , -80.14671"
Boca Raton,Florida,US,"26.35869 , -80.0831"
Boynton Beach,Florida,US,"26.52535 , -80.06643"
Delray Beach,Florida,US,"26.46146 , -80.07282"
Jupiter,Florida,US,"26.93422 , -80.09421"
Lake Worth,Florida,US,"26.61708 , -80.07231"
Palm Beach Gardens,Florida,US,"26.82339 , -80.13865"
Riviera Beach,Florida,US,"26.77534 , -80.0581"
Royal Palm Beach,Florida,US,"26.7084 , -80.2306"
University Park,Florida,US,"25.74649 , -80.36755"
Wellington,Florida,US,"26.65868 , -80.24144"
West Palm Beach,Florida,US,"26.71534 , -80.05337"
Bellflower,California,US,"33.88168 , -118.11701"
Cerritos,California,US,"33.85835 , -118.06479"
Downey,California,US,"33.94001 , -118.13257"
La Habra,California,US,"33.93196 , -117.94617"
La Mirada,California,US,"33.91724 , -118.01201"
Lakewood,California,US,"33.85363 , -118.13396"
Long Beach,California,US,"33.76696 , -118.18923"
Norwalk,California,US,"33.90224 , -118.08173"
Paramount,California,US,"33.88946 , -118.15979"
Pico Rivera,California,US,"33.98307 , -118.09673"
Seal Beach,California,US,"33.74141 , -118.10479"
South Whittier,California,US,"33.95015 , -118.03917"
West Whittier-Los Nietos,California,US,"33.976 , -118.06909"
Whittier,California,US,"33.97918 , -118.03284"
Bettendorf,Iowa,US,"41.52448 , -90.51569"
Clinton,Iowa,US,"41.84447 , -90.18874"
Davenport,Iowa,US,"41.52364 , -90.57764"
Dubuque,Iowa,US,"42.50056 , -90.66457"
Muscatine,Iowa,US,"41.42447 , -91.04321"
Ashland,Ohio,US,"40.86867 , -82.31822"
Bowling Green,Ohio,US,"41.37477 , -83.65132"
Findlay,Ohio,US,"41.04422 , -83.64993"
Lima,Ohio,US,"40.74255 , -84.10523"
Mansfield,Ohio,US,"40.75839 , -82.51545"
Sandusky,Ohio,US,"41.44894 , -82.70796"
Toledo,Ohio,US,"41.66394 , -83.55521"
Back Mountain,Pennsylvania,US,"41.33591 , -75.99631"
Hazleton,Pennsylvania,US,"40.95842 , -75.97465"
Scranton,Pennsylvania,US,"41.40916 , -75.6649"
Wilkes-Barre,Pennsylvania,US,"41.24591 , -75.88131"
Williamsport,Pennsylvania,US,"41.24119 , -77.00108"
Alexandria,Virginia,US,"38.80484 , -77.04692"
Annandale,Virginia,US,"38.83039 , -77.19637"
Arlington,Virginia,US,"38.88101 , -77.10428"
Burke,Virginia,US,"38.79345 , -77.27165"
Centreville,Virginia,US,"38.84039 , -77.42888"
Chantilly,Virginia,US,"38.89428 , -77.4311"
Dale City,Virginia,US,"38.63706 , -77.31109"
Fairfax,Virginia,US,"38.84622 , -77.30637"
Franconia,Virginia,US,"38.78206 , -77.14637"
Groveton,Virginia,US,"38.76734 , -77.0847"
Herndon,Virginia,US,"38.96955 , -77.3861"
Lake Ridge,Virginia,US,"38.68789 , -77.29776"
Leesburg,Virginia,US,"39.11566 , -77.5636"
Manassas,Virginia,US,"38.75095 , -77.47527"
McLean,Virginia,US,"38.93428 , -77.17748"
Mount Vernon,Virginia,US,"38.71919 , -77.10726"
Oakton,Virginia,US,"38.88095 , -77.30082"
Reston,Virginia,US,"38.96872 , -77.3411"
West Springfield,Virginia,US,"38.77261 , -77.22109"
West Springfield,Virginia,US,"38.77261 , -77.22109"
Cape Girardeau,Missouri,US,"37.30588 , -89.51815"
Columbia,Missouri,US,"38.95171 , -92.33407"
Jefferson City,Missouri,US,"38.5767 , -92.17352"
Elkhart,Indiana,US,"41.68199 , -85.97667"
Goshen,Indiana,US,"41.58227 , -85.83444"
Granger,Indiana,US,"41.75338 , -86.11084"
Mishawaka,Indiana,US,"41.66199 , -86.15862"
South Bend,Indiana,US,"41.68338 , -86.25001"
Alamogordo,New Mexico,US,"32.89953 , -105.96027"
Carlsbad,New Mexico,US,"32.42067 , -104.22884"
Clovis,New Mexico,US,"34.4048 , -103.20523"
Hobbs,New Mexico,US,"32.70261 , -103.13604"
Las Cruces,New Mexico,US,"32.31232 , -106.77834"
Roswell,New Mexico,US,"33.39437 , -104.52491"
Altus,Oklahoma,US,"34.63813 , -99.33398"
Ardmore,Oklahoma,US,"34.17426 , -97.14363"
Duncan,Oklahoma,US,"34.5023 , -97.95781"
Enid,Oklahoma,US,"36.39559 , -97.87839"
Lawton,Oklahoma,US,"34.60869 , -98.39033"
Ponca City,Oklahoma,US,"36.70698 , -97.08559"
Brighton,New York,US,"43.14756 , -77.55055"
Irondequoit,New York,US,"43.2134 , -77.57972"
Rochester,New York,US,"43.15478 , -77.61556"
Clinton,Michigan,US,"42.58698 , -82.91992"
Eastpointe,Michigan,US,"42.46837 , -82.95547"
Roseville,Michigan,US,"42.49726 , -82.93714"
Shelby,Michigan,US,"42.67087 , -83.03298"
Saint Clair Shores,Michigan,US,"42.49698 , -82.88881"
Sterling Heights,Michigan,US,"42.58031 , -83.0302"
Warren,Michigan,US,"42.47754 , -83.0277"
Clinton,Mississippi,US,"32.34153 , -90.32176"
West Hattiesburg,Mississippi,US,"31.31906 , -89.37506"
Jackson,Mississippi,US,"32.29876 , -90.18481"
Meridian,Mississippi,US,"32.36431 , -88.70366"
Pearl,Mississippi,US,"32.27459 , -90.13203"
Ridgeland,Mississippi,US,"32.42848 , -90.13231"
Vicksburg,Mississippi,US,"32.35265 , -90.87788"
Phoenix,Arizona,US,"33.44838 , -112.07404"
East Concord,New Hampshire,US,"43.24202 , -71.53813"
Derry,New Hampshire,US,"42.88064 , -71.32729"
Dover,New Hampshire,US,"43.19786 , -70.87367"
Keene,New Hampshire,US,"42.93369 , -72.27814"
Manchester,New Hampshire,US,"42.99564 , -71.45479"
Nashua,New Hampshire,US,"42.76537 , -71.46757"
Portsmouth,New Hampshire,US,"43.07176 , -70.76255"
Rochester,New Hampshire,US,"43.30453 , -70.97562"
Aberdeen,South Dakota,US,"45.4647 , -98.48648"
Pierre,South Dakota,US,"44.36832 , -100.35097"
Rapid City,South Dakota,US,"44.08054 , -103.23101"
Sioux Falls,South Dakota,US,"43.54997 , -96.70033"
Watertown,South Dakota,US,"44.89941 , -97.11507"
Ashland,Kentucky,US,"38.47841 , -82.63794"
Binghamton,New York,US,"42.09869 , -75.91797"
Elmira,New York,US,"42.0898 , -76.80773"
Ithaca,New York,US,"42.44063 , -76.49661"
Beloit,Wisconsin,US,"42.50835 , -89.03178"
Fitchburg,Wisconsin,US,"42.96083 , -89.46984"
Janesville,Wisconsin,US,"42.68279 , -89.01872"
North La Crosse,Wisconsin,US,"43.84635 , -91.24819"
Madison,Wisconsin,US,"43.07305 , -89.40123"
Sun Prairie,Wisconsin,US,"43.1836 , -89.21373"
Atlantic City,New Jersey,US,"39.36428 , -74.42293"
Ewing,New Jersey,US,"40.26983 , -74.79988"
Trenton,New Jersey,US,"40.21705 , -74.74294"
Willingboro,New Jersey,US,"40.02789 , -74.86905"
Allentown,Pennsylvania,US,"40.60843 , -75.49018"
Bethlehem,Pennsylvania,US,"40.62593 , -75.37046"
West Chester,Pennsylvania,US,"39.96097 , -75.60804"
Drexel Hill,Pennsylvania,US,"39.94706 , -75.29213"
Easton,Pennsylvania,US,"40.68843 , -75.22073"
Norristown,Pennsylvania,US,"40.1215 , -75.3399"
Pottstown,Pennsylvania,US,"40.24537 , -75.64963"
Radnor,Pennsylvania,US,"40.04622 , -75.35991"
Reading,Pennsylvania,US,"40.33565 , -75.92687"
Springfield,Pennsylvania,US,"39.93067 , -75.32019"
Crystal,Minnesota,US,"45.03274 , -93.36023"
Golden Valley,Minnesota,US,"45.00969 , -93.34912"
Minneapolis,Minnesota,US,"44.97997 , -93.26384"
Richfield,Minnesota,US,"44.8833 , -93.283"
Saint Louis Park,Minnesota,US,"44.9483 , -93.34801"
Columbus,Ohio,US,"39.96118 , -82.99879"
Dublin,Ohio,US,"40.09923 , -83.11408"
Gahanna,Ohio,US,"40.01923 , -82.87934"
Grove City,Ohio,US,"39.88145 , -83.09296"
Hilliard,Ohio,US,"40.0334 , -83.15825"
Reynoldsburg,Ohio,US,"39.95479 , -82.81212"
Upper Arlington,Ohio,US,"39.99451 , -83.06241"
Westerville,Ohio,US,"40.12617 , -82.92907"
Brentwood,Tennessee,US,"36.03312 , -86.78278"
Franklin,Tennessee,US,"35.92506 , -86.86889"
Gallatin,Tennessee,US,"36.38838 , -86.44666"
Hendersonville,Tennessee,US,"36.30477 , -86.62"
Lebanon,Tennessee,US,"36.20811 , -86.2911"
Murfreesboro,Tennessee,US,"35.84562 , -86.39027"
Nashville,Tennessee,US,"36.16589 , -86.78444"
Smyrna,Tennessee,US,"35.98284 , -86.5186"
Forest Hills,Michigan,US,"42.95947 , -85.48975"
Grand Rapids,Michigan,US,"42.96336 , -85.66809"
Holland,Michigan,US,"42.78752 , -86.10893"
Kentwood,Michigan,US,"42.86947 , -85.64475"
Walker,Michigan,US,"43.00141 , -85.76809"
Wyoming,Michigan,US,"42.91336 , -85.70531"
Belmont,Massachusetts,US,"42.39593 , -71.17867"
South Boston,Massachusetts,US,"42.33343 , -71.04949"
Brookline,Massachusetts,US,"42.33176 , -71.12116"
Cambridge,Massachusetts,US,"42.3751 , -71.10561"
Chelsea,Massachusetts,US,"42.39176 , -71.03283"
Everett,Massachusetts,US,"42.40843 , -71.05366"
Milton,Massachusetts,US,"42.24954 , -71.06616"
Newton,Massachusetts,US,"42.33704 , -71.20922"
Quincy,Massachusetts,US,"42.25288 , -71.00227"
Somerville,Massachusetts,US,"42.3876 , -71.0995"
Watertown,Massachusetts,US,"42.37093 , -71.18283"
East Alton,Illinois,US,"38.88033 , -90.11122"
Belleville,Illinois,US,"38.52005 , -89.98399"
Carbondale,Illinois,US,"37.72727 , -89.21675"
Collinsville,Illinois,US,"38.67033 , -89.98455"
East Saint Louis,Illinois,US,"38.6245 , -90.15094"
Edwardsville,Illinois,US,"38.81144 , -89.95316"
Granite City,Illinois,US,"38.70144 , -90.14872"
O'Fallon,Illinois,US,"38.59227 , -89.91121"
Chula Vista,California,US,"32.64005 , -117.0842"
Coronado,California,US,"32.68589 , -117.18309"
El Cajon,California,US,"32.79477 , -116.96253"
Imperial Beach,California,US,"32.58394 , -117.11308"
La Mesa,California,US,"32.76783 , -117.02308"
La Presa,California,US,"32.70811 , -116.99725"
Lemon Grove,California,US,"32.74255 , -117.03142"
National City,California,US,"32.67811 , -117.0992"
Rancho San Diego,California,US,"32.74727 , -116.9353"
San Diego,California,US,"32.71533 , -117.15726"
Santee,California,US,"32.83838 , -116.97392"
Spring Valley,California,US,"32.74477 , -116.99892"
Dodge City,Kansas,US,"37.7528 , -100.01708"
Emporia,Kansas,US,"38.4039 , -96.18166"
Garden City,Kansas,US,"37.97169 , -100.87266"
Hutchinson,Kansas,US,"38.06084 , -97.92977"
Avondale,Arizona,US,"33.4356 , -112.3496"
Glendale,Arizona,US,"33.53865 , -112.18599"
Peoria,Arizona,US,"33.5806 , -112.23738"
Sun City West,Arizona,US,"33.66198 , -112.34127"
Sun City West,Arizona,US,"33.66198 , -112.34127"
Surprise,Arizona,US,"33.63059 , -112.33322"
Alhambra,California,US,"34.09529 , -118.12701"
Altadena,California,US,"34.18973 , -118.13118"
Arcadia,California,US,"34.13973 , -118.03534"
Azusa,California,US,"34.13362 , -117.90756"
Baldwin Park,California,US,"34.08529 , -117.9609"
West Covina,California,US,"34.06862 , -117.93895"
Duarte,California,US,"34.13945 , -117.97729"
South El Monte,California,US,"34.05195 , -118.04673"
Glendora,California,US,"34.13612 , -117.86534"
Hacienda Heights,California,US,"33.99307 , -117.96868"
La Puente,California,US,"34.02001 , -117.94951"
Monrovia,California,US,"34.14806 , -117.99895"
Monterey Park,California,US,"34.06251 , -118.12285"
South Pasadena,California,US,"34.11612 , -118.15035"
Rosemead,California,US,"34.08057 , -118.07285"
Rowland Heights,California,US,"33.97612 , -117.90534"
South San Gabriel,California,US,"34.04915 , -118.09462"
South El Monte,California,US,"34.05195 , -118.04673"
South Pasadena,California,US,"34.11612 , -118.15035"
South San Jose Hills,California,US,"34.01279 , -117.90478"
Temple City,California,US,"34.10723 , -118.05785"
Valinda,California,US,"34.04529 , -117.94367"
Walnut,California,US,"34.02029 , -117.86534"
West Covina,California,US,"34.06862 , -117.93895"
West Puente Valley,California,US,"34.05168 , -117.9684"
Novato,California,US,"38.10742 , -122.5697"
San Anselmo,California,US,"37.97465 , -122.56164"
South San Francisco,California,US,"37.65466 , -122.40775"
San Rafael,California,US,"37.97353 , -122.53109"
Brentwood,Tennessee,US,"36.03312 , -86.78278"
Franklin,Tennessee,US,"35.92506 , -86.86889"
Gallatin,Tennessee,US,"36.38838 , -86.44666"
Hendersonville,Tennessee,US,"36.30477 , -86.62"
Lebanon,Tennessee,US,"36.20811 , -86.2911"
Murfreesboro,Tennessee,US,"35.84562 , -86.39027"
Nashville,Tennessee,US,"36.16589 , -86.78444"
Smyrna,Tennessee,US,"35.98284 , -86.5186"
Addison,Illinois,US,"41.9317 , -87.98896"
North Aurora,Illinois,US,"41.80614 , -88.3273"
Bartlett,Illinois,US,"41.99503 , -88.18563"
Batavia,Illinois,US,"41.85003 , -88.31257"
Bensenville,Illinois,US,"41.95503 , -87.94007"
Bloomingdale,Illinois,US,"41.95753 , -88.0809"
Bolingbrook,Illinois,US,"41.69864 , -88.0684"
Carol Stream,Illinois,US,"41.91253 , -88.13479"
Darien,Illinois,US,"41.75198 , -87.97395"
Downers Grove,Illinois,US,"41.80892 , -88.01117"
Elmhurst,Illinois,US,"41.89947 , -87.94034"
Glen Ellyn,Illinois,US,"41.87753 , -88.06701"
Glendale Heights,Illinois,US,"41.91031 , -88.07174"
Hanover Park,Illinois,US,"41.99947 , -88.14507"
Lisle,Illinois,US,"41.80114 , -88.07479"
Lombard,Illinois,US,"41.88003 , -88.00784"
Naperville,Illinois,US,"41.78586 , -88.14729"
Roselle,Illinois,US,"41.98475 , -88.07979"
Saint Charles,Illinois,US,"41.91419 , -88.30869"
Streamwood,Illinois,US,"42.02558 , -88.17841"
Villa Park,Illinois,US,"41.88975 , -87.98895"
West Chicago,Illinois,US,"41.88475 , -88.20396"
Westmont,Illinois,US,"41.79586 , -87.97562"
Wheaton,Illinois,US,"41.86614 , -88.10701"
Woodridge,Illinois,US,"41.74697 , -88.05034"
North Bay Shore,New York,US,"40.73621 , -73.26262"
Brentwood,New York,US,"40.78121 , -73.24623"
Centereach,New York,US,"40.85843 , -73.09955"
Central Islip,New York,US,"40.79065 , -73.20178"
Commack,New York,US,"40.84288 , -73.29289"
Copiague,New York,US,"40.68149 , -73.39984"
Coram,New York,US,"40.86871 , -73.00149"
Deer Park,New York,US,"40.76177 , -73.32929"
Dix Hills,New York,US,"40.80482 , -73.33623"
East Northport,New York,US,"40.87676 , -73.32456"
East Patchogue,New York,US,"40.76704 , -72.99622"
Hauppauge,New York,US,"40.82565 , -73.20261"
Holbrook,New York,US,"40.81232 , -73.07844"
Huntington Station,New York,US,"40.85343 , -73.41151"
West Islip,New York,US,"40.70621 , -73.30623"
North Lindenhurst,New York,US,"40.71427 , -73.38151"
Medford,New York,US,"40.8176 , -73.00011"
Ronkonkoma,New York,US,"40.81538 , -73.11233"
Selden,New York,US,"40.86649 , -73.03566"
Shirley,New York,US,"40.80149 , -72.8676"
Smithtown,New York,US,"40.85593 , -73.20067"
West Babylon,New York,US,"40.71816 , -73.35429"
West Islip,New York,US,"40.70621 , -73.30623"
Ballwin,Missouri,US,"38.59505 , -90.54623"
Chesterfield,Missouri,US,"38.66311 , -90.57707"
O'Fallon,Missouri,US,"38.81061 , -90.69985"
Saint Charles,Missouri,US,"38.78394 , -90.48123"
Saint Peters,Missouri,US,"38.80033 , -90.62651"
Wildwood,Missouri,US,"38.58283 , -90.6629"
Marshalltown,Iowa,US,"42.04943 , -92.90798"
Mason City,Iowa,US,"43.15357 , -93.20104"
Ottumwa,Iowa,US,"41.02001 , -92.4113"
New York City,New York,US,"40.71427 , -74.00597"
New York City,New York,US,"40.71427 , -74.00597"
Belmont,California,US,"37.52021 , -122.2758"
Burlingame,California,US,"37.5841 , -122.36608"
Daly City,California,US,"37.70577 , -122.46192"
East Palo Alto,California,US,"37.46883 , -122.14108"
Foster City,California,US,"37.55855 , -122.27108"
Los Altos,California,US,"37.38522 , -122.11413"
Menlo Park,California,US,"37.45383 , -122.18219"
Millbrae,California,US,"37.59855 , -122.38719"
Mountain View,California,US,"37.38605 , -122.08385"
Pacifica,California,US,"37.61383 , -122.48692"
Palo Alto,California,US,"37.44188 , -122.14302"
Redwood City,California,US,"37.48522 , -122.23635"
San Bruno,California,US,"37.63049 , -122.41108"
San Carlos,California,US,"37.50716 , -122.26052"
San Mateo,California,US,"37.56299 , -122.32553"
South San Francisco,California,US,"37.65466 , -122.40775"
Apple Valley,Minnesota,US,"44.73191 , -93.21772"
Cottage Grove,Minnesota,US,"44.82774 , -92.94382"
Eagan,Minnesota,US,"44.80413 , -93.16689"
Inver Grove Heights,Minnesota,US,"44.84802 , -93.04272"
Lakeville,Minnesota,US,"44.64969 , -93.24272"
Maplewood,Minnesota,US,"44.95302 , -92.99522"
New Brighton,Minnesota,US,"45.06552 , -93.20189"
Oakdale,Minnesota,US,"44.96302 , -92.96494"
Roseville,Minnesota,US,"45.00608 , -93.15661"
Shoreview,Minnesota,US,"45.07913 , -93.14717"
South Saint Paul,Minnesota,US,"44.89274 , -93.03494"
Saint Paul,Minnesota,US,"44.94441 , -93.09327"
White Bear Lake,Minnesota,US,"45.08469 , -93.00994"
Woodbury,Minnesota,US,"44.92386 , -92.95938"
Anaheim,California,US,"33.83529 , -117.9145"
Brea,California,US,"33.91668 , -117.90006"
Buena Park,California,US,"33.86751 , -117.99812"
Cypress,California,US,"33.81696 , -118.03729"
Fountain Valley,California,US,"33.70918 , -117.95367"
Fullerton,California,US,"33.87029 , -117.92534"
Garden Grove,California,US,"33.77391 , -117.94145"
Huntington Beach,California,US,"33.6603 , -117.99923"
Orange,California,US,"33.78779 , -117.85311"
Placentia,California,US,"33.87224 , -117.87034"
Santa Ana,California,US,"33.74557 , -117.86783"
Stanton,California,US,"33.80252 , -117.99312"
North Tustin,California,US,"33.76446 , -117.79394"
Westminster,California,US,"33.75918 , -118.00673"
Yorba Linda,California,US,"33.88863 , -117.81311"
Sedalia,Missouri,US,"38.70446 , -93.22826"
Bakersfield,California,US,"35.37329 , -119.01871"
Delano,California,US,"35.76884 , -119.24705"
Lancaster,California,US,"34.69804 , -118.13674"
Oildale,California,US,"35.41968 , -119.01955"
Palmdale,California,US,"34.57943 , -118.11646"
Santa Clarita,California,US,"34.39166 , -118.54259"
Wasco,California,US,"35.59412 , -119.34095"
Clarksdale,Mississippi,US,"34.20011 , -90.57093"
Columbus,Mississippi,US,"33.49567 , -88.42726"
Greenville,Mississippi,US,"33.41012 , -91.06177"
Olive Branch,Mississippi,US,"34.96176 , -89.82953"
Southaven,Mississippi,US,"34.98898 , -90.01259"
Starkville,Mississippi,US,"33.45049 , -88.81961"
Tupelo,Mississippi,US,"34.25807 , -88.70464"
